n_game,score,steps,pas_pomme,fill_pct,victoire,cause,eps,loss
203,2,43,21.50,2.2,0,corps,124.3797522158223,1.2306
204,3,191,63.67,2.7,0,corps,124.09415997433054,0.4768
205,2,277,138.50,2.2,0,corps,123.80928082171003,0.2793
206,2,125,62.50,2.2,0,corps,123.52511297746511,0.5923
207,2,238,119.00,2.2,0,corps,123.24165466554588,0.4138
208,3,201,67.00,2.7,0,corps,122.95890411433695,0.5594
209,4,86,21.50,3.1,0,corps,122.6768595566464,1.0008
210,3,87,29.00,2.7,0,corps,122.39551922969487,0.8261
211,2,90,45.00,2.2,0,corps,122.1148813751044,0.5803
212,2,86,43.00,2.2,0,corps,121.8349442388875,0.6755
213,3,92,30.67,2.7,0,corps,121.55570607143613,0.9285
214,2,190,95.00,2.2,0,corps,121.27716512751081,0.3586
215,0,301,301.00,1.3,0,famine_timeout_flaw,120.99931966622981,0.3110
216,2,81,40.50,2.2,0,corps,120.72216795105804,0.7484
217,2,235,117.50,2.2,0,corps,120.4457082497964,0.3504
218,2,123,61.50,2.2,0,corps,120.16993883457081,0.4849
219,2,241,120.50,2.2,0,corps,119.89485798182157,0.3730
220,2,191,95.50,2.2,0,corps,119.62046397229247,0.3639
221,2,124,62.00,2.2,0,corps,119.34675509102001,0.3941
222,2,126,63.00,2.2,0,corps,119.07372962732283,0.3904
223,2,119,59.50,2.2,0,corps,118.8013858747909,0.3912
224,2,98,49.00,2.2,0,corps,118.52972213127484,0.3932
225,2,74,37.00,2.2,0,corps,118.25873669887537,0.4006
226,2,40,20.00,2.2,0,corps,117.98842788393272,1.2921
227,5,225,45.00,3.6,0,corps,117.7187939970158,0.5364
228,2,109,54.50,2.2,0,corps,117.44983335291207,0.3859
229,2,230,115.00,2.2,0,corps,117.18154427061651,0.2547
230,2,91,45.50,2.2,0,corps,116.9139250733216,0.4607
231,2,115,57.50,2.2,0,corps,116.64697408840638,0.6157
232,2,46,23.00,2.2,0,corps,116.38068964742638,0.9741
233,2,98,49.00,2.2,0,corps,116.11507008610297,0.3624
234,2,142,71.00,2.2,0,corps,115.85011374431305,0.3470
235,2,94,47.00,2.2,0,corps,115.58581896607856,0.4110
236,2,101,50.50,2.2,0,corps,115.32218409955635,0.3498
237,2,177,88.50,2.2,0,corps,115.05920749702756,0.3460
238,2,75,37.50,2.2,0,corps,114.79688751488766,0.6058
239,3,110,36.67,2.7,0,corps,114.53522251363583,0.6716
240,3,106,35.33,2.7,0,corps,114.27421085786503,0.5366
241,2,144,72.00,2.2,0,corps,114.01385091625151,0.3665
242,3,185,61.67,2.7,0,corps,113.7541410615448,0.4213
